LigandID,pIC50,canonical_smiles,ATSC4c,ATSC7i,GATS4d,SdCH2,SdssC,BIC4,SMR_VSA4,n7Ring,n7HRing,nG12FARing
CHEMBL4067826,5.96,O=C1c2ccccc2C(=O)c2c([N+](=O)[O-])csc21,-0.247938566,-4.099595535,1.231240188,0,-0.771805556,0.845035556,0,0,0,1
CHEMBL4165414,4.21,Fc1ccc(-n2nnnc2Nn2cnnc2)cc1Cl,-0.088616772,12.15757274,1.021194605,0,0,0.912803953,0,0,0,0
CHEMBL4780045,5.53,O=C(c1cn(Cc2cccc(Oc3ccccc3)c2)nn1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,-0.007710309,1.29842772,1.170024685,0,-0.281525434,0.873207373,0,0,0,0
CHEMBL4169763,4.7,COc1cc(/C(=C\c2cccc(OC)c2SC)C(=O)O)cc(OC)c1OC,0.321869318,2.167062857,1.497036024,0,-0.975044407,0.792034206,0,0,0,0
CHEMBL4129179,4.3,Cc1ccc(CSc2cc(Cl)c(C)cc2S(=O)(=O)/N=C(\N)N/N=C/C#Cc2ccccc2)cc1,0.329776697,-52.35450648,1.068443368,0,-0.375140044,0.895535947,15.232786,0,0,0
CHEMBL4090093,5.72,CCCCc1nnc(-c2cc3c(s2)C(=O)c2ccccc2C3=O)o1,-0.073831412,-13.29195062,1.029893887,0,-0.254080073,0.851724293,0,0,0,1
CHEMBL3613552,4.3,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Cl)c(Cl)cc3[nH]2)cc1,0.165476532,3.982985479,0.896580547,0,0,0.910315104,0,0,0,0
CHEMBL4087663,6.66,O=C1c2ccccc2C(=O)c2sc(-c3nnco3)cc21,-0.06934883,-14.38059624,1.231971154,0,-0.274832766,0.851702024,0,0,0,1
CHEMBL3613544,4.3,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,0.130172581,1.153684703,0.967045455,0,0,0.903012984,0,0,0,0
CHEMBL4060676,4.8,NS(=O)(=O)c1cc(-c2nnc(/C=C/c3cccc(Cl)c3)o2)c(Cl)cc1SCc1ccccc1,0.061770155,-0.137648238,0.903773914,0,0,0.910612425,5.138973738,0,0,0
CHEMBL4437948,4.75,O=Cc1c(O)ccc2oc(-c3cccc(Cl)c3)nc12,0.038780059,-16.80863274,0.995744681,0,0,0.912742119,0,0,0,0
CHEMBL3822489,4,CC1=CCC[C@H]2[C@](C)(CC3=CC(=O)C(NCCc4ccccc4)=CC3=O)[C@@H](C)CC[C@]12C,-0.086761705,8.645416184,1.20286782,0,2.55714557,0.890547974,22.66579303,0,0,0
CHEMBL4217203,4,COC1OC(=O)C(Cl)=C1Nc1ccc(-c2ccc(N)cc2)cc1,-0.063314224,-9.360855917,0.910725853,0,-0.195950393,0.879553368,0,0,0,0
CHEMBL4759416,4.52,CC(C)(C)c1ccc(S(=O)(=O)N2CCN(C(=O)c3cn(Cc4ccccc4)nn3)CC2)cc1,0.036530138,-16.23451394,0.885390355,0,-0.235287262,0.805108156,0,0,0,0
CHEMBL4789567,7.8,COC(=O)c1ccc2c(c1)[C@@H](NC(=O)COC(=O)CC(C)SC[C@@H](NC(C)=O)C(=O)OC)CCc1cc(OC)c(OC)c(OC)c1-2,-0.299552987,-27.4336516,1.351209325,0,-2.636961287,0.868423909,0,1,0,1
CHEMBL3823387,4.12,CCNC1=CC(=O)C(C(C)(C)C)=CC1=O,0.010514105,16.72241502,1.006792718,0,0.795442649,0.725112671,5.414990469,0,0,0
CHEMBL4175361,4.4,Cc1cc(-c2ccccc2)n(/C(N)=N/S(=O)(=O)c2cc(C)c(Cl)cc2SCc2cccc(C(F)(F)F)c2)n1,0.246988062,-43.12034947,1.166380447,0,-0.36260694,0.888676546,10.13137847,0,0,0
CHEMBL4067412,4,CC(=O)c1ccc(/N=N/N(C)C(=O)CCCCc2ccc(O)cc2)cc1,-0.033913999,-9.400967773,0.829922371,0,-0.103795562,0.893708398,10.33750304,0,0,0
CHEMBL3805533,4.79,O=C(/C=C\Nc1ccc(O)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,0.04908793,-9.799339558,0.963322546,0,-0.24742179,0.930827083,0,0,0,0
CHEMBL4163989,6.59,COc1cc(-c2ocnc2-c2cc(Br)c(OC)c(OC)c2)ccc1SC,-0.182272665,23.77767847,1.320254898,0,0,0.817213584,0,0,0,0
CHEMBL4095623,4.12,c1ccc(Cc2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,0.47012932,5.009527689,1.17804878,0,0,0.905791917,0,0,0,0
CHEMBL1824864,4,COc1cc(=O)oc2c1[C@H](O[C@@H]1O[C@@H](C)[C@@H](C)c3oc(=O)cc(OC)c31)O[C@@H](C)[C@@H]2C,1.993326956,-15.25288241,1.171232877,0,0,0.719661775,0,0,0,0
CHEMBL4451049,5.81,COc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)/C=C/C(=O)c1ccc(C)cc1)C1CCCCC1,-0.570767341,8.201537727,1.215830211,0,-0.742509703,0.832830872,0,0,0,0
CHEMBL2437045,5.9,CCn1c(C(=O)N[C@H](CO)CCO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,-0.365684641,-24.16816278,1.070613458,0,-0.25551795,0.830521806,5.414990469,0,0,0
CHEMBL3613523,4.3,O=C(OCc1ccccc1)c1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccccc3)nc2c1,-0.047108153,11.65154067,0.979622538,0,-0.382245523,0.91080538,0,0,0,0
CHEMBL4439841,4.92,O=Cc1c(O)ccc2oc(-c3ccccc3Cl)nc12,0.237845131,-16.84626688,0.940425532,0,0,0.912742119,0,0,0,0
CHEMBL3613541,4.3,Cc1cc2nc(-c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)[nH]c2cc1C,0.222297207,13.36056989,0.92657481,0,0,0.876973698,0,0,0,0
CHEMBL4072959,3.82,Cc1ccc(/N=N/N(C)C(=O)CCCCc2ccc(O)cc2)cc1,-0.036383734,-8.59045567,0.819146249,0,-0.044844629,0.892323703,10.33750304,0,0,0
CHEMBL3805422,4.52,COc1cc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(Cl)cc2)cc(OC)c1OC,0.232414898,11.39091892,1.205186488,0,-0.22463298,0.866792796,0,0,0,0
CHEMBL4749915,4.52,O=C(c1cn(Cc2ccccc2)nn1)N1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1,0.048568488,18.51018619,1.122430666,0,-0.240739512,0.860642698,0,0,0,0
CHEMBL4466323,3.96,C/C=C/C=C/C(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.432694976,21.56067053,1.042615208,0,-1.393003617,0.866875414,0,0,0,0
CHEMBL4067470,3.52,NS(=O)(=O)c1cc(-c2nnc(Cn3cc(-c4ccccc4)nn3)o2)c(Cl)cc1SCc1ccccc1,0.144385481,-17.77942141,0.933557611,0,0,0.901776888,5.138973738,0,0,0
CHEMBL4749409,4.52,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cn(Cc4ccc(I)cc4)nn3)CC2)cc1,0.042327787,30.11008476,1.031898247,0,-0.234959272,0.854813578,0,0,0,0
CHEMBL503357,4,O=C(CCl)Nc1cn(COC(CO)CO)c(=O)[nH]c1=O,-0.459889534,-6.816031765,0.881521056,0,-0.604743586,0.868543071,0,0,0,0
CHEMBL1079644,5,COC(=O)c1c(Oc2c(C)c(Cl)c(OC)c(Cl)c2O)cc(OC)c(Cl)c1C,0.660612194,2.727247835,1.345083836,0,-0.671387524,0.839012444,0,0,0,0
CHEMBL4095195,4,Cc1ccccc1Cc1nnc(Cc2nc3ccccc3[nH]2)o1,0.428432404,9.576873378,1.079937304,0,0,0.883155894,0,0,0,0
CHEMBL4797732,9.22,C/C=C/C=C/C(=O)OCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2cc3cc(COC(C)=O)oc3cc21,-0.39339559,-13.89100403,1.361811683,0,-1.479540323,0.862806264,0,1,0,1
CHEMBL4797276,4.52,O=C(c1cn(Cc2ccccc2)nn1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.042575871,14.43931353,1.122430666,0,-0.251988364,0.860642698,0,0,0,0
CHEMBL4782566,6.4,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCc1n[nH]c(CC(=O)OCC(=O)N[C@H]2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(C(=O)OC)cc32)n1,-0.314970532,15.75311222,1.048055556,0,-2.707457177,0.78070374,0,1,0,1
CHEMBL3613527,4.66,Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Br)ccc3[nH]2)cc1,0.174326433,8.843048538,0.942171717,0,0,0.920507838,0,0,0,0
CHEMBL4100071,7.8,COc1cc2c(c(OC)c1OC)-c1cc3cc(CO)oc3cc1C(=O)CC2,0.05968881,-13.02716036,1.457130861,0,0.032440004,0.822795835,0,1,0,1
CHEMBL4204988,4.35,CCOC1OC(=O)C(Cl)=C1Nc1ccc(-c2ccc(N)cc2)cc1,-0.026145455,-0.185774083,0.95577342,0,-0.156552245,0.881047594,0,0,0,0
CHEMBL4214878,4.29,CCOC1OC(=O)C(Br)=C1Nc1ccc(-c2ccccc2)cc1,0.017764132,3.445326657,1.080235492,0,0.527085856,0.910501187,0,0,0,0
CHEMBL4102214,4.19,c1ccc(C(c2ccccc2)c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,0.549994267,-6.515598259,1.262065966,0,0,0.840050036,0,0,0,0
CHEMBL4789203,3.88,COc1ccc(-n2nnnc2Nc2ccc(Br)cc2)cc1,-0.115789138,12.98980024,0.912751678,0,0,0.903071789,0,0,0,0
CHEMBL2012336,4.3,CC(C(=O)NNC(=O)NC1CCCC1)c1cccc(Cc2ccccc2)c1,-0.354431324,15.36015046,1.031433949,0,-0.57526726,0.876571104,0,0,0,0
CHEMBL3613542,4.3,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Cl)c(Cl)cc3[nH]2)cc1,0.217214094,9.133094209,0.923023745,0,0,0.920507838,0,0,0,0
CHEMBL4790387,7.85,C/C=C1/COc2cc3c(cc21)-c1c(cc(OC)c(OC)c1OC)CC[C@@H]3NC(C)=O,0.245003387,-15.33125347,1.373601065,0,1.086768209,0.83126162,0,1,0,1
CHEMBL4525564,4.75,COc1cc(OC)cc(-c2nc3c(C=O)c(O)ccc3o2)c1,0.007698635,8.453447449,0.98228266,0,0,0.842885571,0,0,0,0
CHEMBL4071233,4.52,CCc1noc(-c2ccc3c(=O)c4ccccc4oc3c2)n1,-0.048223413,-18.67019801,1.114345907,0,0,0.885079179,0,0,0,0
CHEMBL4062198,4.85,CCc1noc(-c2ccc3c(c2)C(=O)C=CC3=O)n1,-0.136278268,-5.208734357,1.060565015,0,-0.354067959,0.835916947,0,0,0,0
CHEMBL4549879,3.57,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.444830089,13.84853644,1.017603273,0,-1.144977299,0.861478418,0,0,0,0
CHEMBL4081447,5.96,COc1ccc(C(=O)Nc2cc3c(s2)C(=O)c2ccccc2C3=O)cc1,-0.184054102,-11.93242379,1.050632763,0,-0.703513852,0.874599414,0,0,0,1
CHEMBL3805521,4.44,COc1cc(N/C=C\C(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc(OC)c1OC,0.793081221,15.60860365,1.353704148,0,-0.17965199,0.861350623,0,0,0,0
CHEMBL2012335,5,CC(C(=O)NNC(=O)NC(c1ccccc1)c1ccccc1)c1cccc(Oc2ccccc2)c1,-0.456130048,-1.045146061,1.189161848,0,-0.849628612,0.863921883,0,0,0,0
CHEMBL3805804,4.71,COc1ccc(N/C=C\C(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,0.029205913,-2.765193246,0.969340165,0,-0.219890926,0.919734623,0,0,0,0
CHEMBL4570623,5,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)[C@@H]1O[C@@H](C)C[C@@H]1OC3=O,0.206296679,-3.48162252,1.237033219,0,-2.637935721,0.888786762,0,0,0,1
CHEMBL1255827,4.8,CCOc1cc(/C=C2\CN(C(=O)CCC(=O)NCCCNCCCCNCCCN)C/C(=C\c3ccc(O)c(OCC)c3)C2=O)ccc1O,-0.601321936,13.90376862,1.113830075,0,0.077348798,0.812152873,5.733667477,0,0,0
CHEMBL2012331,4.72,CC(C(=O)NNC(=O)NC1CCCCC1)c1cccc(Oc2ccccc2)c1,-0.351524206,12.83087195,1.065810288,0,-0.648826931,0.873168784,0,0,0,0
CHEMBL3613526,4.3,Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Cl)ccc3[nH]2)cc1,0.174750049,6.017850453,0.942171717,0,0,0.920507838,0,0,0,0
CHEMBL3805856,4.35,O=C(/C=C\Nc1ccc(O)cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,0.066178087,-9.516081068,1.029777167,0,-0.155266177,0.923882639,0,0,0,0
CHEMBL4452742,4.91,Cc1ccccc1-c1nc2c(C=O)c(O)ccc2o1,0.201316809,-19.77727701,0.975590674,0,0,0.892231962,0,0,0,0
CHEMBL4096737,4.52,CN/N=C/c1cc2c(s1)C(=O)c1ccccc1C2=O,0.051775631,-16.75954054,1.279411765,0,-0.176050642,0.848965248,5.101407526,0,0,1
CHEMBL4126966,4.77,Cc1cc(S(=O)(=O)/N=C(\N)N/N=C/C#Cc2ccccc2)c(SCc2ccccc2C)cc1Cl,0.333187614,-55.11769472,1.093882495,0,-0.374798157,0.889885253,15.232786,0,0,0
CHEMBL2012339,4.6,CC(C(=O)NNC(=O)NCc1ccccc1)c1cccc(Cc2ccccc2)c1,-0.442084482,6.330552037,1.04743083,0,-0.718561488,0.891443334,0,0,0,0
CHEMBL4176429,4.7,Cc1cc(S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)c(SCc2ccccc2C(F)(F)F)cc1Cl,0.321660487,-54.39991505,1.186092273,0,-0.393682256,0.889885253,10.13137847,0,0,0
CHEMBL1255829,4.81,CCOc1cc(/C=C2\CN(C(=O)CCC(=O)NCCCNCCCN)C/C(=C\c3ccc(O)c(OCC)c3)C2=O)ccc1O,-0.58339717,12.00194459,1.144609479,0,0.052822674,0.817377925,5.733667477,0,0,0
CHEMBL3774443,4.3,CC(C)c1ccc(/C=C/C(=O)N[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC=C6[C@@H]7CC(C)(C)CC[C@]7(C(=O)O)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](CO[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)cc1,-0.927040788,-49.17124775,1.084674247,0,0.275720591,0.894305378,50.24366095,0,0,1
CHEMBL4079647,5.64,O=C(Nc1cc2c(s1)C(=O)c1ccccc1C2=O)c1ccccc1,-0.093188045,-4.073917353,1.16965812,0,-0.630852545,0.868992968,0,0,0,1
CHEMBL4870995,3.89,Cc1ccc(/N=N/N(C)C(=O)NCCSc2ccc(O)cc2)cc1,-0.17336818,-13.79550193,0.885040161,0,-0.308177963,0.899522142,10.33750304,0,0,0
CHEMBL4075892,4,c1csc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,0.427480303,-17.11264286,1.215277778,0,0,0.903439467,0,0,0,0
CHEMBL4785493,6.09,COC(=O)Cc1coc2cc3c(cc12)-c1c(cc(OC)c(OC)c1OC)CC[C@@H]3NC(C)=O,0.025614149,-16.46836853,1.311090948,0,-0.473975524,0.83840656,0,1,0,1
CHEMBL4128636,5.3,Cc1cc(S(=O)(=O)/N=C(\N)N/N=C/C#Cc2ccccc2)c(SCc2cccc3ccccc23)cc1Cl,0.331040185,-40.55687961,1.201801525,0,-0.37928928,0.90072349,15.232786,0,0,0
CHEMBL3805375,4.3,O=C(/C=C\Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,0.075806955,-9.179774387,0.984661429,0,-0.272113148,0.922164552,0,0,0,0
CHEMBL3613534,4.3,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3[nH]2)cc1,0.181910177,6.13340085,0.993939394,0,0,0.91237892,0,0,0,0
CHEMBL3398105,4.1,Nc1nc2c(ncn2C(=O)CCC(=O)OC[C@H]2O[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)c(=O)[nH]1,-0.368251773,6.077361411,1.005067568,0,-1.566348592,0.879627766,0,0,0,0
CHEMBL4794828,6.87,CC/C=C1/COc2cc3c(cc21)-c1c(cc(OC)c(OC)c1OC)CC[C@@H]3NC(C)=O,0.235274485,-16.46528569,1.402982597,0,1.12373561,0.835737171,0,1,0,1
CHEMBL4079736,4.52,CCc1noc(-c2cc3c(OC)ccc(OC)c3s2)n1,-0.27820915,-7.74294352,1.17527933,0,0,0.822025018,0,0,0,0
CHEMBL3613533,4.3,O=C(OCc1ccccc1)c1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)nc2c1,-0.064916732,10.88397296,0.931496738,0,-0.417406053,0.918340232,0,0,0,0
CHEMBL4785310,5.65,O=C(c1cn(Cc2ccc(I)cc2)nn1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0.035503952,15.2297275,1.076537234,0,-0.252406471,0.860642698,0,0,0,0
CHEMBL3805747,4.3,O=C(/C=C\Nc1ccc(C(F)(F)F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,0.177077905,-6.130913933,0.901039161,0,-0.318015926,0.918000767,0,0,0,0
CHEMBL4172662,3.98,Cc1cc(S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)c(SCc2cc3c(cc2Cl)OCO3)cc1Cl,0.257314363,-28.00487638,1.125333333,0,-0.285906008,0.90051105,10.13137847,0,0,0
CHEMBL4094566,4.12,CN(/N=N/c1ccc(C(N)=O)cc1)C(=O)CCc1ccc(O)cc1,-0.099507779,-11.26907666,0.751577958,0,-0.693892174,0.90102675,16.07117052,0,0,0
CHEMBL3806070,4.3,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(C(F)(F)F)cc2)cc1,0.125838558,-9.563090969,0.892081077,0,-0.312582541,0.910184852,0,0,0,0
CHEMBL4125990,3.84,Cc1cc(S(=O)(=O)/N=C(\N)N/N=C/C#Cc2ccccc2)c(SCc2ccccc2)cc1Cl,0.337429047,-55.47106248,1.172264482,0,-0.37558005,0.897384197,15.232786,0,0,0
CHEMBL1824865,4,COc1cc(=O)oc2c1[C@H](O[C@@H]1O[C@@H](C)[C@H](C)c3oc(=O)cc(OC)c31)O[C@@H](C)[C@@H]2C,1.993326956,-15.25288241,1.171232877,0,0,0.719661775,0,0,0,0
CHEMBL4098285,4.52,CCc1noc(-c2ccc3sc4ccccc4c(=O)c3c2)n1,0.011938155,-18.99217201,1.125601926,0,0,0.885079179,0,0,0,0
CHEMBL4173047,4.7,Cc1ccc(CSc2cc(Cl)c(C)cc2S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)cc1,0.273990654,-28.66722725,1.083060427,0,-0.244499349,0.895535947,10.13137847,0,0,0
CHEMBL3806084,4.3,COc1cc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(C(F)(F)F)cc2)cc(OC)c1OC,0.282954814,6.278403466,1.092855059,0,-0.379310621,0.861894591,0,0,0,0
CHEMBL4759457,4.52,COc1cccc(Cn2cc(C(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)nn2)c1,0.016614286,22.75496252,1.192435294,0,-0.255878422,0.857892643,0,0,0,0
CHEMBL4066802,6.34,N#Cc1cc2c(s1)C(=O)c1ccccc1C2=O,-0.070199781,-8.473943134,1.308510638,0,-0.338287037,0.829971697,0,0,0,1
CHEMBL4104457,4.52,CC(=O)/C=C/c1cc2c(s1)C(=O)c1ccccc1C2=O,-0.09831325,-8.654883578,1.142812106,0,-0.325082305,0.848968772,0,0,0,1
CHEMBL3822650,4.55,CNC1=CC(=O)C(C(C)(C)C)=CC1=O,0.011667394,12.75044873,0.929079956,0,0.724976852,0.703015626,5.414990469,0,0,0
CHEMBL3810177,4.79,O=C(CCCN=C=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,-0.041246682,-18.3202134,1.06518415,0,-0.076604636,0.910350743,4.992404733,0,0,0
CHEMBL1257317,5.52,COc1cc(/C=C2\CNC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,-0.340660185,3.315468377,1.149401432,0,1.185005616,0.745726394,0,0,0,0
CHEMBL3805083,4.68,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(Cl)cc2)cc1,0.075298641,-14.22462626,0.969340165,0,-0.1579049,0.919734623,0,0,0,0
CHEMBL3805926,4.46,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)/C=C\Nc2ccc(O)cc2)cc1,0.005896279,-13.55442235,0.952297858,0,-0.181224516,0.921401858,0,0,0,0
CHEMBL4800070,4.52,COc1cccc(Cn2cc(C(=O)N3CCN(S(=O)(=O)c4ccc(C(C)(C)C)cc4)CC3)nn2)c1,-0.01445826,-5.451552023,0.900333615,0,-0.256046007,0.807413131,0,0,0,0
CHEMBL4589636,5.98,COc1cc(C(C(=O)NC(C)(C)C)N(CCC(C)C)C(=O)/C=C/C(=O)c2ccc(F)cc2)cc(OC)c1OC,-0.226096343,-33.5443632,1.055648207,0,-1.405832065,0.805646909,5.917906046,0,0,0
CHEMBL4083697,4.51,NS(=O)(=O)c1cc(-c2nnc(/C=C/c3ccc(Br)cc3)o2)c(Cl)cc1SCc1ccccc1,0.025482819,2.184957786,0.862379689,0,0,0.910612425,5.138973738,0,0,0
CHEMBL4065301,4.26,COc1cccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1OC,0.495168732,11.97202158,1.368164657,0,0,0.860780865,0,0,0,0
CHEMBL3613546,4.3,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Cl)ccc3[nH]2)cc1,0.131407258,2.567394814,0.916879489,0,0,0.910315104,0,0,0,0
CHEMBL3613538,4.3,COc1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)nc2c1,0.230071507,9.127309317,0.925139665,0,0,0.910315104,0,0,0,0
CHEMBL4860238,4.34,Cc1ccc(/N=N/N(C)C(=O)CCc2ccc(O)cc2)cc1,-0.077299741,-14.45155033,0.737078652,0,-0.107466039,0.890888274,10.33750304,0,0,0
CHEMBL4456946,4.52,O=Cc1c(O)ccc2oc(-c3ccco3)nc12,-0.008010495,-3.870926562,1.024050885,0,0,0.908922339,0,0,0,0
CHEMBL4787581,4.52,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cn(Cc4cccc(OC)c4)nn3)CC2)cc1,-0.103247083,10.30891432,1.116561181,0,-0.270011419,0.833445337,0,0,0,0
CHEMBL1255826,4.81,COc1cc(/C=C2\CN(C(=O)CCC(=O)NCCCNCCCCNCCCN)C/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,-0.59420996,21.26374597,1.027648151,0,0.047277584,0.81362082,5.733667477,0,0,0
CHEMBL4850897,3.82,CC(=O)c1ccc(/N=N/N(C)C(=O)NCCSc2ccc(O)cc2)cc1,-0.170851382,-14.44868141,0.901567944,0,-0.379101282,0.900559939,10.33750304,0,0,0
CHEMBL4160289,5,Cc1cccc(CSc2cc(Cl)c(C)cc2S(=O)(=O)/N=C(\N)n2nccc2-c2ccccc2)c1,0.281810394,-29.8555494,1.180050913,0,-0.244360843,0.895535947,10.13137847,0,0,0
CHEMBL4452177,5.26,Cc1ccc(C(=O)/C=C/C(=O)N(C2CC2)C(C(=O)NCc2ccccc2)c2ncc(C)cn2)cc1,-0.428702325,-14.25196041,1.103007788,0,-1.05650278,0.909151706,0,0,0,0
CHEMBL4100731,4.52,CCc1noc(-c2cc(C(C)=O)cs2)n1,-0.048839017,-2.761498305,0.932642487,0,0.048824352,0.844428627,0,0,0,0
CHEMBL4847030,4.22,CN/N=N/c1ccc(Br)cc1,-0.016056077,-5.26747263,1.088016967,0,0,0.883743898,10.33750304,0,0,0
CHEMBL4760497,3.91,COc1ccc(Nc2nnnn2-c2ccccc2F)cc1,-0.202121684,10.04725457,1.006711409,0,0,0.903071789,0,0,0,0
CHEMBL4760695,3.81,COc1ccc(-n2nnnc2Nc2ccc(F)cc2)cc1,-0.157096426,33.61912718,0.912751678,0,0,0.903071789,0,0,0,0
CHEMBL3613521,4.3,Cc1cc2nc(-c3cn(-c4ccccc4)nc3-c3ccccc3)[nH]c2cc1C,0.231710997,13.24319376,0.980943739,0,0,0.870029254,0,0,0,0
CHEMBL3613549,4.3,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(C(F)(F)F)ccc3[nH]2)cc1,-0.013689521,8.087434837,0.86750306,0,0,0.900083318,0,0,0,0
CHEMBL4167345,4.1,Cc1ccc(-n2nnnc2NCc2ccco2)cc1Cl,-0.226575138,-3.820054453,0.861111111,0,0,0.893861555,0,0,0,0
CHEMBL4542630,4.19,C/C=C/C(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.453316337,13.10793122,1.072029148,0,-1.367955539,0.857983807,0,0,0,0
CHEMBL4459518,5.08,CN(CCOC(=O)/C=C/C(=O)c1ccc(F)cc1)C(C(=O)NC(C)(C)C)c1ccc(F)cc1,-0.178010403,-57.22317527,0.980668285,0,-1.455226649,0.844221749,0,0,0,0
CHEMBL4090554,5.19,CCc1noc(C=C2c3ccccc3C(=O)c3ccccc32)n1,0.045124677,4.892974831,1.337108954,0,0.981693857,0.775753322,0,0,0,1
CHEMBL4212222,4.16,COC1OC(=O)C(Br)=C1Nc1ccc(-c2ccc(N)cc2)cc1,-0.064937956,-9.867964301,0.910725853,0,0.446796521,0.879553368,0,0,0,0
CHEMBL3810326,4.78,O=C(CCCCCN=C=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.064360158,5.953902927,1.003294893,0,-0.012933607,0.908708402,4.992404733,0,0,0
CHEMBL3633645,6.25,COc1ccc(C(NC(=O)CC2c3cccc(O)c3C(=O)c3c(O)cccc32)c2ccc(OC)cc2)cc1,0.271851453,-0.860661686,1.164672279,0,-0.720582232,0.791413827,0,0,0,1
CHEMBL3613529,4.3,Cc1ccc2[nH]c(-c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)nc2c1,0.19759798,9.873958906,0.943627451,0,0,0.908182006,0,0,0,0
CHEMBL4776448,5.36,COc1cc2c(c(OC)c1OC)-c1cc3c(cc1[C@@H](NC(C)=O)CC2)OC/C3=C\c1ccccc1,0.210451428,-5.248317211,1.34631866,0,1.037434329,0.854437106,0,1,0,1
CHEMBL4127231,3.47,C/C(C#Cc1ccccc1)=N\N/C(N)=N/S(=O)(=O)c1cc(C)c(Cl)cc1SCc1ccccc1Cl,0.267909843,-58.53923835,1.115103605,0,0.016889603,0.895535947,15.232786,0,0,0
CHEMBL4100139,3.8,NS(=O)(=O)c1cc(-c2nnc(/C=C/c3c(Cl)cccc3Cl)o2)c(Cl)cc1SCc1ccccc1,0.079858978,0.894339679,0.885860766,0,0,0.910612425,5.138973738,0,0,0
CHEMBL4090323,4.51,Fc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,0.38085213,-10.17090831,1.079478661,0,0,0.907487504,0,0,0,0
